6666666.212425.3305 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_6|391246	gi|6666666.212425.3305|6666666.212425|FO818640.1|Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__|ArthrospiraspPCC8005FO8186401
6666666.212328.803 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_1|391213	gi|6666666.212328.803|6666666.212328|AVFT01|Hypothetical_radical_SAM_family_enzyme_in_heat_shock_gene_cluster_similarity_with_CPO_of_BS_HemN_type|PlanktothrixagardhiiNIVACYA34NIVACYA34AVFT01
6666666.212244.3764 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_1|391213	gi|6666666.212244.3764|6666666.212244|ALVY01|hypothetical_protein|GloeocapsaspPCC73106PCC73106ALVY01
6666666.212328.500 -> polyketide|215|215_1|391213	gi|6666666.212328.500|6666666.212328|AVFT01|FIG01191387_hypothetical_protein|PlanktothrixagardhiiNIVACYA34NIVACYA34AVFT01
6666666.212330.887 -> polyketide|215|215_1|391213	gi|6666666.212330.887|6666666.212330|ALVW01|Cytochrome_c_oxidase_polypeptide_II__EC_1.9.3.1_|MastigocladopsisrepensPCC10914PCC10914ALVW01
6666666.212168.4108 -> 3PGA_AMINOACIDS|4|glycine_hydroxymethyltransferase_3|391246	gi|6666666.212168.4108|6666666.212168|ALWB01|hypothetical_protein|PseudanabaenabicepsPCC7429PCC7429ALWB01
6666666.212311.1040 -> Glycolysis|9|enolase_1|391213	gi|6666666.212311.1040|6666666.212311|AGIK01|Enolase__EC_4.2.1.11_|SynechococcusspWH8016WH8016AGIK01
6666666.212467.2051 -> polyketide|215|215_1|391213	gi|6666666.212467.2051|6666666.212467|CP000554.1|5_Enolpyruvylshikimate_3_phosphate_synthase__EC_2.5.1.19_|ProchlorococcusmarinusstrMIT9303CP0005541
6666666.212133.2901 -> TCA|1|Citrate_synthase_2|391245	gi|6666666.212133.2901|6666666.212133|LJOU01|Glycyl_tRNA_synthetase_beta_chain__EC_6.1.1.14_|AnabaenaspWA93LJOU01
6666666.212177.684 -> R5P_AMINOACIDS|10|histidinol_dehydrogenase_3|391246	gi|6666666.212177.684|6666666.212177|LURJ01|soluble_2Fe_2S_ferredoxin|SynechococcusspREDSEAS01B1LURJ01
6666666.212167.201 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_1|391213	gi|6666666.212167.201|6666666.212167|CAII01|Tryptophan_synthase_alpha_chain__EC_4.2.1.20_|MicrocystisaeruginosaPCC97179717CAII01
6666666.212209.730 -> ALPHAKETOGLUTARATE_AMINOACIDS|9|Acetylornithine_aminotransferase_1|391213	gi|6666666.212209.730|6666666.212209|ALPB01|Acetylornithine_aminotransferase__EC_2.6.1.11_|ProchlorococcusspW2ALPB01
6666666.212203.1062 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_1|391213	gi|6666666.212203.1062|6666666.212203|JFLX01|Phosphoribosylanthranilate_isomerase__EC_5.3.1.24_|ProchlorococcusspscB243495L20JFLX01
6666666.212157.5254 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_2|391246	gi|6666666.212157.5254|6666666.212157|JTHE01|Cyanate_hydratase__EC_4.2.1.104_|LyngbyaconfervoidesBDU141951BDU141951JTHE01
6666666.212355.2622 -> OXALACETATE_AMINOACIDS|8|dihydropicolinate_synthase_3|391246	gi|6666666.212355.2622|6666666.212355|LTEC01|ATP_dependent_DNA_helicase_UvrD_PcrA_Rep_cyanobacterial_paralog|AphanizomenonflosaquaeUKL13PBLTEC01
6666666.212202.2251 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_2|391245	gi|6666666.212202.2251|6666666.212202|AFJC01|hypothetical_protein|MicrocoleusvaginatusFGP2FGP2AFJC01
6666666.212213.893 -> E4P_AMINO_ACIDS|8|Anthranilate_synthase_component_1_1|391213	gi|6666666.212213.893|6666666.212213|APIY01|hypothetical_protein|DolichospermumcircinaleAWQC131CAWQC131CAPIY01
6666666.212426.3016 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_1|391246	gi|6666666.212426.3016|6666666.212426|CP003600.1|Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_|ChamaesiphonminutusPCC6605CP0036001
6666666.212287.343 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_1|391213	gi|6666666.212287.343|6666666.212287|JFNJ01|Ketol_acid_reductoisomerase__EC_1.1.1.86_|ProchlorococcusspscB245a519C7JFNJ01
6666666.212098.5981 -> OXALACETATE_AMINOACIDS|14|diaminopimelate_decarboxylase_1|391213	gi|6666666.212098.5981|6666666.212098|CAFN01|Diaminopimelate_decarboxylase__EC_4.1.1.20_|ArthrospiraspPCC8005PCC8005CAFN01
6666666.212425.3152 -> TCA|12|fumarate_hydratase_2|391213	gi|6666666.212425.3152|6666666.212425|FO818640.1|hypothetical_protein|ArthrospiraspPCC8005FO8186401
6666666.212487.1811 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_5|391245	gi|6666666.212487.1811|6666666.212487|CP003620.1|Threonine_synthase__EC_4.2.3.1_|CrinaliumepipsammumPCC9333CP0036201
6666666.212201.3196 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_3|391246	gi|6666666.212201.3196|6666666.212201|LIRN01|Argininosuccinate_lyase__EC_4.3.2.1_|HapalosiphonspMRB220MRB220LIRN01
6666666.212120.721 -> PYR_THR_AA|10|3isopropylmalate_dehydrogenase_2|391245	gi|6666666.212120.721|6666666.212120|JNAV01|Glycogen_phosphorylase__EC_2.4.1.1_|ProchlorococcusspMIT0602MIT0602JNAV01
6666666.212082.8080 -> PYR_THR_AA|4|Ketoacid_reductoisomerase_1|391213	gi|6666666.212082.8080|6666666.212082|ABRS01|hypothetical_protein|ColeofasciculuschthonoplastesPCC7420PCC7420ABRS01
6666666.212238.3045 -> polyketide|215|215_1|391213	gi|6666666.212238.3045|6666666.212238|CAQK01|FIG00570463_hypothetical_protein|CrocosphaerawatsoniiWH8502WH8502CAQK01
6666666.212460.1085 -> ALPHAKETOGLUTARATE_AMINOACIDS|6|Pyrroline_5_carboxylate_reductase_1|391213	gi|6666666.212460.1085|6666666.212460|AP012549.1|Pyrroline_5_carboxylate_reductase__EC_1.5.1.2_|CyanobacteriumendosymbiontofEpithemiaturgidaisolateEtSBLakeYunokoAP0125491
6666666.212063.1532 -> TCA|1|Citrate_synthase_2|391245	gi|6666666.212063.1532|6666666.212063|JFLE01|Citrate_synthase__si___EC_2.3.3.1_|ProchlorococcusspscB241528J8JFLE01
6666666.212141.1467 -> ALPHAKETOGLUTARATE_AMINOACIDS|12|Argininosuccinate_synthase_1|391213	gi|6666666.212141.1467|6666666.212141|JYFQ01|Argininosuccinate_synthase__EC_6.3.4.5_|CandidatusSynechococcusspongiarum15LJYFQ01
6666666.212210.671 -> OXALACETATE_AMINOACIDS|19|argininosuccinate_lyase_2|391245	gi|6666666.212210.671|6666666.212210|JNBB01|FIG00943983_hypothetical_protein|ProchlorococcusspMIT0702MIT0702JNBB01
6666666.212312.2100 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_1|391213	gi|6666666.212312.2100|6666666.212312|LVHV01|N_acetyl_gamma_glutamyl_phosphate_reductase__EC_1.2.1.38_|SynechococcusspMITS9509MITS9509LVHV01
6666666.212434.6382 -> E4P_AMINO_ACIDS|11|Indole3glycerol_phosphate_synthase_1|391246	gi|6666666.212434.6382|6666666.212434|AP011615.1|Indole_3_glycerol_phosphate_synthase__EC_4.1.1.48_|ArthrospiraplatensisNIES39AP0116151
6666666.212175.3795 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_1|391213	gi|6666666.212175.3795|6666666.212175|MBRE01|NADH_dehydrogenase_I_subunit_4_Involved_in_photosystem_1_cyclic_electron_flow|OscillatorialescyanobacteriumUSR001MBRE01
6666666.212072.4671 -> E4P_AMINO_ACIDS|12|Tryptophan_synthase_alpha_1|391213	gi|6666666.212072.4671|6666666.212072|ALVM01|Tryptophan_synthase_alpha_chain__EC_4.2.1.20_|LeptolyngbyaboryanaPCC6306PCC6306ALVM01
6666666.212282.738 -> E4P_AMINO_ACIDS|19|phosphoribosylanthranilate_isomerase_1|391213	gi|6666666.212282.738|6666666.212282|JFNQ01|FIG00940734_hypothetical_protein|ProchlorococcusspscB245a520B18JFNQ01
6666666.212457.2723 -> ALPHAKETOGLUTARATE_AMINOACIDS|5|Glutamate_5_semialdehyde_dehydrogenase_2|391245	gi|6666666.212457.2723|6666666.212457|BA000022.2|Gamma_glutamyl_phosphate_reductase__EC_1.2.1.41_|SynechocystisspPCC6803BA0000222
6666666.212116.57 -> ALPHAKETOGLUTARATE_AMINOACIDS|15|glutamate_synthase_2|391213	gi|6666666.212116.57|6666666.212116|JFLU01|putative_site_specific_integrase_recombinase|ProchlorococcusspscB243495G23JFLU01
6666666.212121.1139 -> polyketide|215|215_1|391213	gi|6666666.212121.1139|6666666.212121|JFLW01|5_Enolpyruvylshikimate_3_phosphate_synthase__EC_2.5.1.19_|ProchlorococcusspscB243495K23JFLW01
6666666.212315.1817 -> ALPHAKETOGLUTARATE_AMINOACIDS|8|N_acetyl_gamma_glutamyl_phosphate_reductase_3|391246	gi|6666666.212315.1817|6666666.212315|LNAA01|N_acetyl_gamma_glutamyl_phosphate_reductase__EC_1.2.1.38_|OscillatorialescyanobacteriumMTP1MTP1LNAA01
6666666.212072.3467 -> PYR_THR_AA|3|Acetolactate_synthase_large_subunit_1|391213	gi|6666666.212072.3467|6666666.212072|ALVM01|Acetolactate_synthase_large_subunit__EC_2.2.1.6_|LeptolyngbyaboryanaPCC6306PCC6306ALVM01
6666666.212062.3601 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|391213	gi|6666666.212062.3601|6666666.212062|AGCR01|Alpha_mannosidase|TolypothrixspPCC7601UTEXB481AGCR01
6666666.212171.35 -> PYR_THR_AA|8|isopropylmalate_isomerase_large_subunit_3|391213	gi|6666666.212171.35|6666666.212171|JFOB01|Aconitate_hydratase_2__EC_4.2.1.3_|ProchlorococcusspscB245a521N3JFOB01
6666666.212060.6650 -> TCA|11|fumarate_reductase_ironsulfur_subunit_1|391245	gi|6666666.212060.6650|6666666.212060|AEPQ01|Succinate_dehydrogenase_iron_sulfur_protein__EC_1.3.99.1_|Mooreaproducens3L3LAEPQ01
6666666.212415.2427 -> ALPHAKETOGLUTARATE_AMINOACIDS|7|Acetylglutamate_kinase_3|391246	gi|6666666.212415.2427|6666666.212415|AP017367.1|Acetylglutamate_kinase__EC_2.7.2.8_|LeptolyngbyaspO77AP0173671
6666666.212212.3679 -> R5P_AMINOACIDS|5|phosphoribosyl_isomerase_A_1|391213	gi|6666666.212212.3679|6666666.212212|CAQL01|hypothetical_protein|CrocosphaerawatsoniiWH0005WH0005CAQL01
6666666.212409.2672 -> R5P_AMINOACIDS|6|imidazole_glycerol_phosphate_synthase_H_1|391213	gi|6666666.212409.2672|6666666.212409|CP000393.1|FIG01191399_hypothetical_protein|TrichodesmiumerythraeumIMS101CP0003931
6666666.212395.2670 -> R5P_AMINOACIDS|7|imidazoleglycerol_phosphate_dehydratase_3|391246	gi|6666666.212395.2670|6666666.212395|CP003548.1|Imidazoleglycerol_phosphate_dehydratase__EC_4.2.1.19_|NostocspPCC7107CP0035481
6666666.212328.1714 -> OXALACETATE_AMINOACIDS|7|Threonine_synthase_1|391213	gi|6666666.212328.1714|6666666.212328|AVFT01|FIG01152188_hypothetical_protein|PlanktothrixagardhiiNIVACYA34NIVACYA34AVFT01
6666666.212455.2788 -> Glycolysis|7|phosphoglycerate_kinase_2|391245	gi|6666666.212455.2788|6666666.212455|BX548175.1|Phosphoglycerate_kinase__EC_2.7.2.3_|ProchlorococcusmarinusstrMIT9313BX5481751
